"郵便番号（7桁）","","導管事業者名","都道府県名","市区町村名","町域名","市区町村名","町域名","導管事業者ID","契約プランID","契約プラン名","託送供給契約約款区分","料金地区区分コード","備考"
"3430047","343-0047","エナジー宇宙","埼玉県","越谷市","弥十郎","コシガヤシ","ヤジュウロウ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430856","343-0856","エナジー宇宙","埼玉県","越谷市","谷中町","コシガヤシ","ヤナカチョウ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430812","343-0812","エナジー宇宙","埼玉県","越谷市","柳町","コシガヤシ","ヤナギチョウ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430816","343-0816","エナジー宇宙","埼玉県","越谷市","弥生町","コシガヤシ","ヤヨイチョウ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3430828","343-0828","エナジー宇宙","埼玉県","越谷市","レイクタウン","コシガヤシ","レイクタウン","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3460029","346-0029","エナジー宇宙","埼玉県","久喜市","江面","クキシ","エヅラ","27","488","一般料金(一般ガス供給)","N1001","K002",""
"3400212","340-0212","エナジー宇宙","埼玉県","久喜市","久本寺","クキシ","キュウホンジ","27","488","一般料金(一般ガス供給)","N1001","K002",""
"3460035","346-0035","エナジー宇宙","埼玉県","久喜市","清久町","クキシ","キヨクチョウ","27","488","一般料金(一般ガス供給)","N1001","K002",""
"3410001","341-0001","エナジー宇宙","埼玉県","三郷市","彦糸","ミサトシ","ヒコイト","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3410002","341-0002","エナジー宇宙","埼玉県","三郷市","彦音","ミサトシ","ヒコオト","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"3490122","349-0122","エナジー宇宙","埼玉県","蓮田市","上","ハスダシ","カミ","27","497","一般料金(蓮田地区)","N1001","K001",""
"3490121","349-0121","エナジー宇宙","埼玉県","蓮田市","関山","ハスダシ","セキヤマ","27","497","一般料金(蓮田地区)","N1001","K001",""
"3490115","349-0115","エナジー宇宙","埼玉県","蓮田市","蓮田","ハスダシ","ハスダ","27","497","一般料金(蓮田地区)","N1001","K001",""
"3490114","349-0114","エナジー宇宙","埼玉県","蓮田市","馬込","ハスダシ","マゴメ","27","497","一般料金(蓮田地区)","N1001","K001",""
"3490217","349-0217","エナジー宇宙","埼玉県","白岡市","小久喜","シラオカシ","コグキ","27","488","一般料金(一般ガス供給)","N1001","K002",""
"3490204","349-0204","エナジー宇宙","埼玉県","白岡市","篠津","シラオカシ","シノヅ","27","488","一般料金(一般ガス供給)","N1001","K002",""
"3620808","362-0808","エナジー宇宙","埼玉県","北足立郡伊奈町","小針新宿","キタアダチグンイナマチ","コバリシンシュク","27","488","一般料金(一般ガス供給)","N1001","K002",""
"2710068","271-0068","エナジー宇宙","千葉県","松戸市","古ケ崎","マツドシ","コガサキ","27","499","一般料金(岩槻加倉・大間野・五霞・栗橋地区)","N1001","K001",""
"2860044","286-0044","エナジー宇宙","千葉県","成田市","不動ケ岡","ナリタシ","フドウガオカ","27","502","一般料金(富里・成田地区)","N1001","K007",""
"2770831","277-0831","エナジー宇宙","千葉県","柏市","根戸","カシワシ","ネド","27","495","一般料金(我孫子・取手地区)","N1001","K003",""
"2701168","270-1168","エナジー宇宙","千葉県","我孫子市","根戸","アビコシ","ネド","27","495","一般料金(我孫子・取手地区)","N1001","K003",""
"2701327","270-1327","エナジー宇宙","千葉県","印西市","大森","インザイシ","オオモリ","27","495","一般料金(我孫子・取手地区)","N1001","K003",""
"2860202","286-0202","エナジー宇宙","千葉県","富里市","日吉倉","トミサトシ","ヒヨシクラ","27","502","一般料金(富里・成田地区)","N1001","K007",""
"2860201","286-0201","エナジー宇宙","千葉県","富里市","日吉台","トミサトシ","ヒヨシダイ","27","502","一般料金(富里・成田地区)","N1001","K007",""
"2160024","216-0024","エナジー宇宙","神奈川県","川崎市宮前区","南平台","カワサキシミヤマエク","ナンペイダイ","27","501","一般料金(南平台・初山地区)","N1001","K010",""
"2160026","216-0026","エナジー宇宙","神奈川県","川崎市宮前区","初山","カワサキシミヤマエク","ハツヤマ","27","501","一般料金(南平台・初山地区)","N1001","K010",""
"2520318","252-0318","エナジー宇宙","神奈川県","相模原市南区","上鶴間本町","サガミハラシミナミク","カミツルマホンチョウ","27","500","一般料金(もえぎ野地区)","N1001","K011",""
"3490205","349-0205","エナジー宇宙","埼玉県","白岡市","西","シラオカシ","ニシ","27","504","一般料金(蓮田・白岡地区)","N1001","K009","ニチガスエリア"
"3490205","349-0205","エナジー宇宙","埼玉県","白岡市","西","シラオカシ","ニシ","27","488","一般料金(一般ガス供給)","N1001","K002","旧東彩エリア"
"2701112","270-1112","エナジー宇宙","千葉県","我孫子市","新木","アビコシ","アラキ","27","503","一般料金(我孫子地区)","N1001","K006","ニチガスエリア"
"2701112","270-1112","エナジー宇宙","千葉県","我孫子市","新木","アビコシ","アラキ","27","495","一般料金(我孫子・取手地区)","N1001","K003","旧東日本エリア"
"2701114","270-1114","エナジー宇宙","千葉県","我孫子市","新木野","アビコシ","アラキノ","27","503","一般料金(我孫子地区)","N1001","K006","ニチガスエリア"
"2701114","270-1114","エナジー宇宙","千葉県","我孫子市","新木野","アビコシ","アラキノ","27","495","一般料金(我孫子・取手地区)","N1001","K003","旧東日本エリア"
"2701101","270-1101","エナジー宇宙","千葉県","我孫子市","布佐","アビコシ","フサ","27","503","一般料金(我孫子地区)","N1001","K006","ニチガスエリア"
"2701101","270-1101","エナジー宇宙","千葉県","我孫子市","布佐","アビコシ","フサ","27","495","一般料金(我孫子・取手地区)","N1001","K003","旧東日本エリア"
"2701103","270-1103","エナジー宇宙","千葉県","我孫子市","布佐酉町","アビコシ","フサトリマチ","27","503","一般料金(我孫子地区)","N1001","K006","ニチガスエリア"
"2701103","270-1103","エナジー宇宙","千葉県","我孫子市","布佐酉町","アビコシ","フサトリマチ","27","495","一般料金(我孫子・取手地区)","N1001","K003","旧東日本エリア"
"2701102","270-1102","エナジー宇宙","千葉県","我孫子市","都","アビコシ","ミヤコ","27","503","一般料金(我孫子地区)","N1001","K006","ニチガスエリア"
"2701102","270-1102","エナジー宇宙","千葉県","我孫子市","都","アビコシ","ミヤコ","27","495","一般料金(我孫子・取手地区)","N1001","K003","旧東日本エリア"
"1960001","196-0001","昭島ガス","東京都","昭島市","美堀町","アキシマシ","ミホリチョウ","9","16","プレミアム7+プラン","","",""
"1960001","196-0001","東京ガス","東京都","昭島市","美堀町","アキシマシ","ミホリチョウ","1","2","プレミアム5+プラン","","",""
"2070022","207-0022","東京ガス","東京都","東大和市","桜が丘","ヒガシヤマトシ","サクラガオカ","1","2","プレミアム5+プラン","","",""
"2070022","207-0022","武陽ガス","東京都","東大和市","桜が丘","ヒガシヤマトシ","サクラガオカ","6","1","プレミアム10+プラン","","",""
"2070023","207-0023","東京ガス","東京都","東大和市","上北台","ヒガシヤマトシ","カミキタダイ","1","2","プレミアム5+プラン","","",""
"2070023","207-0023","武陽ガス","東京都","東大和市","上北台","ヒガシヤマトシ","カミキタダイ","6","1","プレミアム10+プラン","","",""
"2080023","208-0023","東京ガス","東京都","武蔵村山市","伊奈平","ムサシムラヤマシ","イナダイラ","1","2","プレミアム5+プラン","","",""
"2080023","208-0023","武陽ガス","東京都","武蔵村山市","伊奈平","ムサシムラヤマシ","イナダイラ","6","1","プレミアム10+プラン","","",""
"2580000","258-0000","小田原ガス","神奈川県","足柄上郡大井町","","アシガラカミグンオオイマチ","","14","15","プレミアム4+プラン","","",""
"2580000","258-0000","東京ガス","神奈川県","足柄上郡大井町","","アシガラカミグンオオイマチ","","1","2","プレミアム5+プラン","","",""
"2580023","258-0023","小田原ガス","神奈川県","足柄上郡開成町","宮台","アシガラカミグンカイセイマチ","ミヤノダイ","14","15","プレミアム4+プラン","","",""
"2580023","258-0023","東京ガス","神奈川県","足柄上郡開成町","宮台","アシガラカミグンカイセイマチ","ミヤノダイ","1","2","プレミアム5+プラン","","",""
"2590100","259-0100","小田原ガス","神奈川県","中郡二宮町","","ナカグンニノミヤマチ","","14","15","プレミアム4+プラン","","",""
"2590100","259-0100","東京ガス","神奈川県","中郡二宮町","","ナカグンニノミヤマチ","","1","2","プレミアム5+プラン","","",""
"2591104","259-1104","厚木ガス","神奈川県","伊勢原市","坪ノ内","イセハラシ","ツボノウチ","11","2","プレミアム5+プラン","","",""
"2591104","259-1104","秦野ガス","神奈川県","伊勢原市","坪ノ内","イセハラシ","ツボノウチ","10","16","プレミアム7+プラン","","",""
"2591201","259-1201","秦野ガス","神奈川県","平塚市","南金目","ヒラツカシ","ミナミカナメ","10","16","プレミアム7+プラン","","",""
"2591201","259-1201","東京ガス","神奈川県","平塚市","南金目","ヒラツカシ","ミナミカナメ","1","2","プレミアム5+プラン","","",""
"2591206","259-1206","秦野ガス","神奈川県","平塚市","真田","ヒラツカシ","サナダ","10","16","プレミアム7+プラン","","",""
"2591206","259-1206","東京ガス","神奈川県","平塚市","真田","ヒラツカシ","サナダ","1","2","プレミアム5+プラン","","",""
"2591207","259-1207","秦野ガス","神奈川県","平塚市","北金目","ヒラツカシ","キタカナメ","10","16","プレミアム7+プラン","","",""
"2591207","259-1207","東京ガス","神奈川県","平塚市","北金目","ヒラツカシ","キタカナメ","1","2","プレミアム5+プラン","","",""
"2700101","270-0101","京和ガス","千葉県","流山市","東深井","ナガレヤマシ","ヒガシフカイ","19","1","プレミアム10+プラン","","",""
"2700101","270-0101","野田ガス","千葉県","流山市","東深井","ナガレヤマシ","ヒガシフカイ","5","1","プレミアム10+プラン","","",""
"2700107","270-0107","京和ガス","千葉県","流山市","西深井","ナガレヤマシ","ニシフカイ","19","1","プレミアム10+プラン","","",""
"2700107","270-0107","野田ガス","千葉県","流山市","西深井","ナガレヤマシ","ニシフカイ","5","1","プレミアム10+プラン","","",""
"2700132","270-0132","京葉ガス","千葉県","流山市","駒木","ナガレヤマシ","コマギ","18","338","プレミアムV+プラン","","",""
"2700132","270-0132","京和ガス","千葉県","流山市","駒木","ナガレヤマシ","コマギ","19","1","プレミアム10+プラン","","",""
"2700138","270-0138","京葉ガス","千葉県","流山市","おおたかの森東","ナガレヤマシ","オオタカノモリヒガシ","18","338","プレミアムV+プラン","","",""
"2700138","270-0138","京和ガス","千葉県","流山市","おおたかの森東","ナガレヤマシ","オオタカノモリヒガシ","19","1","プレミアム10+プラン","","",""
"2770805","277-0805","京葉ガス","千葉県","柏市","大青田","カシワシ","オオアオタ","18","338","プレミアムV+プラン","","",""
"2770805","277-0805","京和ガス","千葉県","柏市","大青田","カシワシ","オオアオタ","19","1","プレミアム10+プラン","","",""
"2770863","277-0863","京葉ガス","千葉県","柏市","豊四季","カシワシ","トヨシキ","18","338","プレミアムV+プラン","","",""
"2770863","277-0863","京和ガス","千葉県","柏市","豊四季","カシワシ","トヨシキ","19","1","プレミアム10+プラン","","",""
"2770872","277-0872","京葉ガス","千葉県","柏市","十余二","カシワシ","トヨフタ","18","338","プレミアムV+プラン","","",""
"2770872","277-0872","京和ガス","千葉県","柏市","十余二","カシワシ","トヨフタ","19","1","プレミアム10+プラン","","",""
"2770882","277-0882","京葉ガス","千葉県","柏市","柏の葉","カシワシ","カシワノハ","18","338","プレミアムV+プラン","","",""
