"確認済","","都道府県","市区","町村等","電力会社電話番号","水道局問い合わせ先","水道局電話番号","受付時間","定休日","ＨＰ","","","",""
"済","4834","兵庫県","芦屋市","","0800-777-8043","芦屋水道CS","0797-38-2082","平日9：00～17：30","土日祝","https://www.jenets.jp/cs/index.cgi?area=14","","","",""
"済","25","北海道","芦別市","","0120-12-6565","芦別水道課","0124-22-2111","8：30～17：15","土・日・祝日","","","","",""
"不可","67","北海道","虻田郡","ニセコ町","0120-12-6565","ニセコ町役場","0136-44-2121","","","","","","",""
"不可","68","北海道","虻田郡","真狩村","0120-12-6565","真狩水道係","0136-45-3617","","","","","","",""
"不可","69","北海道","虻田郡","留寿都村","0120-12-6565","留寿都建設課","0136-46-3131","","","","","","",""
"不可","70","北海道","虻田郡","喜茂別町","0120-12-6565","喜茂別水道課","0136-33-2211 ","","","","","","",""
"不可","71","北海道","虻田郡","京極町","0120-12-6565","京極建設課","0136-42-2111","","","","","","",""
"済","72","北海道","虻田郡","倶知安町","0120-12-6565","倶知安水道課","0136-56-8013","8：45～17：30","土・日・祝日","","","","",""
"済","146","北海道","虻田郡","豊浦町","0120-12-6565","豊浦水道係","0142-83-1413","8：45～17：30","土・日・祝日","","","","",""
"不可","147","北海道","虻田郡","洞爺湖町","0120-12-6565","洞爺湖水道課","0142-74-3008","","","","","","",""
"済","6245","香川県","綾歌郡","宇多津町","0120-410-740","宇多津町役場","0877-49-8010","8：30～17：15","土・日・祝日","","","","",""
"済","6246","香川県","綾歌郡","綾川町","0120-410-740","綾川町水道課","087-876-2658","8：30～17：15","土・日・祝日","","","","",""
"済","1907","神奈川県","綾瀬市","","0120-99-5775","県水道コールセンター","0570-005959","月～土8：30～19：00","日曜祝日","http://www.pref.kanagawa.jp/docs/r4a/okyakusamacc/main.html","","","",""
"済","3817","京都府","綾部市","","0800-777-8035","綾部市上下水道部","0773-42-1815","平日8：30～17：15","土日祝","https://www.city.ayabe.lg.jp/josuido/index.html","","","",""
"済","6094","広島県","安芸郡","府中町","0120-525-079","広島市水道局安芸営業所","082-821-4949","8：30～19：00","土・日・祝日","","","","",""
"済","6095","広島県","安芸郡","海田町","0120-525-079","海田町上下水道課","082-823-9214","8：30～17：15","土・日・祝日","","","","",""
"不可","6096","広島県","安芸郡","熊野町","0120-525-079","熊野町上下水道課","082-820-5610","","","","","","",""
"済","6097","広島県","安芸郡","坂町","0120-525-079","広島市水道局安芸営業所","082-821-4949","8：30～19：00","土・日・祝日","","","","",""
"不可","6287","高知県","安芸郡","東洋町","0120-410-781","東洋町役場","0887-29-3395","","","","","","",""
"済","6288","高知県","安芸郡","奈半利町","0120-410-650","奈半利町役場","0887-38-4011","8：30～17：15","土・日・祝日","http://www.town.nahari.kochi.jp/","","","",""
"不可","6289","高知県","安芸郡","田野町","0120-410-650","田野町役場","0887-38-2811","","","","","","",""
"不可","6290","高知県","安芸郡","安田町","0120-410-650","安田町役場","0887-38-6711","","","","","","",""
"不可","6291","高知県","安芸郡","北川村","0120-410-650","北川村役場","0887-32-1212","","","","","","",""
"不可","6292","高知県","安芸郡","馬路村","0120-410-650","馬路村役場","0887-44-2111","","","","","","",""
"不可","6293","高知県","安芸郡","芸西村","0120-410-650","芸西村役場","0887-33-2111","","","","","","",""
"不可","6092","広島県","安芸高田市","","0120-513-466","安芸高田市上下水道課","0826-47-1203","","","","","","",""
"不可","6278","高知県","安芸市","","0120-410-650","安芸水道課","0887-35-6875","","","","","","",""
"済","2374","愛知県","安城市","","0120-985-620","安城市水道業務課","0566-71-2249","8：30～17:15","土・日・祝","https://www.city.anjo.aichi.jp/kurasu/suido/index.html","","","",""
"不可","385","福島県","安達郡大玉村","","0120-175-266","大玉村上下水道係","0243-24-8097","","","","","","",""
"済","661","群馬県","安中市","","0120-99-5221","安中水道部","027-380-5566","土・日・祝","×","","","","",""
"不可","2074","長野県","安曇野市","","0120-984-535","安曇野市役所","0263-72-4333","8：30～17：15","土・日・祝","","","","",""
"不可","2162","岐阜県","安八郡","神戸町","0120-985-920","神戸水道係","0584-27-3111","","","","","","",""
"不可","2163","岐阜県","安八郡","輪之内町","0120-985-920","輪之内町役場","0584-69-3111","","","","","","",""
"不可","2164","岐阜県","安八郡","安八町","0120-985-920","安八町役場","0584-64-3111","","","","","","",""
"不可","1793","千葉県","安房郡鋸南町","","0120-99-5551","鋸南町建設水道課","0470-55-3569","×","×","×","","","",""
"不可","5376","島根県","安来市","","0120-833-103","安来市役所","0854-23-3000","","","","","","",""
"済","2885","三重県","伊賀市","","0120-985-311","伊賀水道CS","0595-24-0013","8：30～17：15","土・日・祝日","https://www.city.iga.lg.jp/category/10-5-0-0-0.html","","","",""
"不可","294","宮城県","伊具郡","丸森町","0120-175-266","丸森水道班","0224-72-3018","","","","","","",""
"不可","7049","鹿児島県","伊佐市","","0120-986-803","伊佐市役所","0995-23-1311","平日8：30～17：15","土日祝","https://www.city.isa.kagoshima.jp/life/madoguchi/guide/chousha/","","","",""
"済","1903","神奈川県","伊勢原市","","0120-99-5775","県水道コールセンター","0570-005959","月～土8：30～19：00","日曜祝日","http://www.pref.kanagawa.jp/docs/r4a/okyakusamacc/main.html","","","",""
"済","654","群馬県","伊勢崎市","伊勢崎市","0120-99-5221","伊勢崎水道局","0270-30-1230","8：30～17：15","土・日・祝日","","","","",""
"済","2874","三重県","伊勢市","","0120-985-330","伊勢水道部","0596-42-1501","8：30～17：15　月曜のみ　8：30～19：00","土・日・祝日","https://www.city.ise.mie.jp/2189.htm","","","",""
"不可","382","福島県","伊達郡桑折町","","0120-175-266","桑折町上下水道課","024-582-1100","","","","","","",""
"不可","383","福島県","伊達郡国見町","","0120-175-266","国見町上下水道課","024-585-2997","","","","","","",""
"済","384","福島県","伊達郡川俣町","","0120-175-266","川俣町建設水道課","024-566-2111","8：30～17：15","土・日・祝","https://www.town.kawamata.lg.jp/site/online/kyuusuimoushikomi-dl.html","","","",""
"済","41","北海道","伊達市","","0120-12-6565","伊達水道課","0142-23-3331","8：45～17：30","土・日・祝日","","","","",""
"済","380","福島県","伊達市","","0120-175-266","伊達市水道総務課","024-577-3283","8：30～17：15","土・日・祝","https://www.city.fukushima-date.lg.jp/soshiki/25/946.html","","","",""
"済","4835","兵庫県","伊丹市","","0800-777-8043","伊丹水道局","072-783-1601","9：00～18：30","土・日・祝日","http://www.water.itami.hyogo.jp/otoiawase/1522596970717.html","","","",""
"不可","5326","和歌山県","伊都郡","かつらぎ町","0800-777-8074","かつらぎ町役場","0736-22-6566","平日8：30～17：15","","http://www.town.katsuragi.wakayama.jp/content/pdf/suido/style7.pdf","","","",""
"不可","5327","和歌山県","伊都郡","九度山町","0800-777-8074","九度山水道課","0736-54-2019","平日8：30～17：15","土日祝","https://www.town.kudoyama.wakayama.jp/jougesuidou/","","","",""
"不可","5328","和歌山県","伊都郡","高野町","0800-777-8074","高野水道係","0736-56-3760","","","","","","",""
"不可","5326","和歌山県","伊都郡","かつらぎ町","0800-777-8074","かつらぎ町役場","0736-22-6566","平日8：30～17：15","土日祝","http://www.town.katsuragi.wakayama.jp/010/080/20170509175254.html","","","",""
"済","2195","静岡県","伊東市","","0120-995-901","伊東水道ｾﾝﾀｰ","0557-32-1832","8：30～17：15","土・日・祝日","https://www.city.ito.shizuoka.jp/gyosei/yokuarushitsumon/kurashi_tetsuzuki/jogesuido/index.html","","","",""
"済","2210","静岡県","伊豆の国市","","0120-995-901","伊豆の国水道CS","055-948-2919","8：30～17：15","土・日・祝","https://www.city.izunokuni.shizuoka.jp/jyougesui/okyakusamasentar.html","","","",""
"済","2207","静岡県","伊豆市","","0120-995-901","伊豆水道CS","0558-83-3900","8：30～17：15","土・日・祝","http://www.city.izu.shizuoka.jp/gyousei/index.html","","","",""
"済","2064","長野県","伊那市","","0120-984-551","伊那水道ｾﾝﾀｰ","0265-78-5125","平日～土曜8：30～18：30","日・祝日","https://www.inacity.jp/kurashi/suidou_gesuidou_hoka/index.html","","","",""
"不可","6874","佐賀県","伊万里市","","0120-986-304","伊万里水道課","0955-23-5400","平日8：30～17：15","土・日・祝","https://www.city.imari.saga.jp/5654.htm","","","",""
"不可","6266","愛媛県","伊予郡","松前町","0120-410-142","松前業務係","089-985-4133","","","","","","",""
"不可","6267","愛媛県","伊予郡","砥部町","0120-410-142","砥部水道係","089-962-7001","","","","","","",""
"済","6260","愛媛県","伊予市","","0120-410-142","伊予水道課","089-982-1111","8：30～17：15","土・日・祝日","https://www.city.iyo.lg.jp/suidou/machizukuri/suido/suido/tetsuzuki/riyo.html","","","",""
"不可","1792","千葉県","夷隅郡御宿町","","0120-99-5551","御宿町建設環境課","0470-68-6693","×","×","×","","","",""
"済","1791","千葉県","夷隅郡大多喜町","","0120-99-5551","大多喜町環境水道課","0470-82-2067","8：30～17：15","土・日・祝日","http://www.town.otaki.chiba.jp/sections/index.cfm?footer=15","","","",""
"済","6047","岡山県","井原市","","0120-412-717","井原市上水道課","0866-62-0824","8：30～17：15","土・日・祝日","","","","",""
"不可","5277","奈良県","磯城郡","川西町","0800-777-8051","川西町水道部","0745-43-0331","平日8：30～17：00","土日祝","http://www.town.kawanishi.yamagata.jp/kurashi/jogesuido/index.html","","","",""
"不可","5278","奈良県","磯城郡","三宅町","0800-777-8051","三宅町上下水道課","0745-44-2001","","","https://www.town.miyake.lg.jp/index.html","","","",""
"済","5279","奈良県","磯城郡","田原本町","0800-777-8051","田原本町上下水道部","0744-32-2516","8：30～17：15","年中無休","","","","",""
"不可","66","北海道","磯谷郡","蘭越町","0120-12-6565","水道事務係","0136-57-5111","","","","","","",""
"不可","241","岩手県","一関市","","0120-175-266","一関業務課","0191-21-8562","","","","","","",""
"済","2375","愛知県","一宮市","","0120-985-730","一宮市水道センター","0586-28-8622","8：30～17：15","土・日・祝","https://www.city.ichinomiya.aichi.jp/shisetsu/shi/1008927/index.html","","","",""
"不可","6901","長崎県","壱岐市","","0120-986-202","壱岐市上下水道課","0920-42-1111","平日8：30～17：15","土日祝","https://www.city.iki.nagasaki.jp/shisei/machidukuri/jougesuidou/index.html","","","",""
"済","1842","東京都","稲城市 ","","0120-995-661","水道局多摩お客さまセンター","0570-091-100","平日～土曜8：30～20：00","日・祝日","https://www.waterworks.metro.tokyo.jp/tetsuduki/madoguchi/center_tama.html","","","",""
"済","2376","愛知県","稲沢市","平和町以外","0120-985-730","稲沢市水道業務課","0587-21-2181","8：30～17：15","土・日・祝","http://www.city.inazawa.aichi.jp/shiseijoho/soshiki/kiko/1003628.html","","","",""
"済","2377","愛知県","稲沢市","平和町","0120-985-721","稲沢市水道業務課","0587-21-2181","8：30～17：15","土・日・祝","http://www.city.inazawa.aichi.jp/shiseijoho/soshiki/kiko/1003628.html","","","",""
"不可","496","茨城県","稲敷郡","美浦村","0120-995-331","美浦水処理センター　","029-885-0720","","","","","","",""
"不可","483","茨城県","稲敷市","","0120-995-331","稲敷水道局","029-892-4255","平日8：30～17：15　日曜8：30～正午","土・祝","https://www.city.inashiki.lg.jp/page/dir000059.html","https://www.city.inashiki.lg.jp/page/dir000059.html","","",""
"済","4808","大阪府","茨木市","","0800-777-8018","茨木市水道部","072-620-1691","平日8：45～１７：15","土日祝","https://search.city.ibaraki.osaka.jp/?ie=u&page=4&kw=%E6%B0%B4%E9%81%93&ref=https%3A%2F%2Fsearch.city.ibaraki.osaka.jp%2F%3Fie%3Du%26cpn%3D10%26ord%3Dp%26pdf%3Doff%26kw%3D%25E6%2594%25AF%25E6%2589%2595%25E3%2581%2584%26imageField.x%3D0%26imageField.y%3D0&rid=1327723906976305&cpn=10&ord=p&pdf=off","","","",""
"不可","1400","千葉県","印西市","泉","0120-99-5551","千葉県 県水お客様センター","043-310-0321","","","https://www.city.chiba.jp/suido/somu/kai-teishi.html","","","",""
"不可","1401","千葉県","印西市","泉野","0120-99-5551","千葉県 県水お客様センター","043-310-0321","","","https://www.city.chiba.jp/suido/somu/kai-teishi.html","","","",""
"不可","1402","千葉県","印西市","内野","0120-99-5551","千葉県 県水お客様センター","043-310-0321","","","https://www.city.chiba.jp/suido/somu/kai-teishi.html","","","",""
"不可","1403","千葉県","印西市","大塚","0120-99-5551","千葉県 県水お客様センター","043-310-0321","","","https://www.city.chiba.jp/suido/somu/kai-teishi.html","","","",""
